viaje_id,inicio_viaje,estacion_origen,localidad_origen,estacion_destino,localidad_destino,duracion_min,distancia_km,tipo_bicicleta,tipo_usuario,clima,temperatura_c,precipitacion_mm,fin_de_semana
V000662,2026-05-13 05:12:21,Chorro de Quevedo,La Candelaria,Calle 116,Usaquén,12.4,2.28,Mecánica,Suscriptor,Nublado,17.4,0.0,No
V000579,2026-05-23 07:44:07,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,8.6,0.91,Mecánica,Suscriptor,Nublado,18.0,0.0,Sí
V002255,2026-03-04 09:39:13,Chorro de Quevedo,La Candelaria,Universidad Javeriana,Chapinero,25.7,5.39,Eléctrica,Ocasional,Nublado,17.5,0.0,No
V002362,2026-05-19 14:10:40,Museo Nacional,Santa Fe,Las Nieves,Santa Fe,9.0,1.9,Eléctrica,Ocasional,Despejado,13.9,0.0,No
V001207,2026-04-29 17:11:43,Parque Nacional,Santa Fe,Las Nieves,Santa Fe,9.8,1.98,Mecánica,Suscriptor,Lluvia,20.2,8.9,No
V002454,2026-03-10 17:59:08,Calle 72,Chapinero,Universidad Javeriana,Chapinero,5.3,0.85,Eléctrica,Ocasional,Despejado,18.9,0.0,No
V000318,2026-04-01 02:26:30,Universidad Nacional,Teusaquillo,Universidad Nacional,Teusaquillo,10.8,3.19,Eléctrica,Suscriptor,Lluvia,15.9,9.9,No
V001877,2026-03-11 07:24:57,Parkway,Teusaquillo,Corferias,Teusaquillo,17.8,4.2,Mecánica,Ocasional,Despejado,16.5,0.0,No
V002442,2026-02-14 06:47:04,Calle 63,Chapinero,Zona G,Chapinero,12.5,1.3,electrica,Suscriptor,Despejado,17.7,0.0,Sí
V001783,2026-03-23 19:09:33,Centro Internacional,Santa Fe,Centro Internacional,Santa Fe,15.8,3.15,Mecánica,Suscriptor,Despejado,10.4,0.0,No
V001030,2026-04-22 09:09:09,Centro Internacional,Santa Fe,Museo Nacional,Santa Fe,10.6,1.82,Eléctrica,Ocasional,Despejado,22.0,0.0,No
V000771,2026-04-19 14:21:13,Parque de los Hippies,Chapinero,Parque de la 93,Chapinero,9.1,1.6,Mecánica,Suscriptor,Despejado,16.6,0.0,Sí
V000984,2026-05-08 18:09:21,Parque de la 93,Chapinero,Parque El Virrey Norte,Usaquén,9.8,2.38,Eléctrica,Suscriptor,Nublado,16.1,0.0,No
V001449,2026-03-25 07:08:45,Parque de los Novios,Barrios Unidos,Calle 72,Chapinero,7.1,1.35,Mecánica,Ocasional,Nublado,18.3,0.0,No
V001165,2026-05-03 20:57:45,Simón Bolívar Sur,Teusaquillo,Parque de la 93,Chapinero,12.9,1.96,Mecánica,Suscriptor,Despejado,21.6,0.0,Sí
V000545,2026-04-29 19:15:09,Parque de los Hippies,Chapinero,Las Nieves,Santa Fe,32.6,5.64,Mecánica,Ocasional,Despejado,16.2,0.0,No
V001584,2026-02-27 18:37:34,Parque Nacional,Santa Fe,Parque Nacional,Santa Fe,7.6,1.92,Eléctrica,Suscriptor,Despejado,13.9,0.0,No
V002021,2026-02-21 20:10:06,Simón Bolívar Norte,Barrios Unidos,San Felipe,Barrios Unidos,11.9,1.92,Mecánica,Suscriptor,Lluvia ligera,13.4,1.7,Sí
V002751,2026-05-29 08:34:32,Calle 100,Usaquén,Hacienda Santa Bárbara,Usaquén,14.0,2.69,Mecánica,Suscriptor,Nublado,19.5,0.0,No
V000547,2026-04-23 18:15:55,Unicentro,Usaquén,Calle 100,Usaquén,12.3,2.91,Eléctrica,Suscriptor,Nublado,13.0,0.0,No
V001352,2026-05-12 07:00:47,San Felipe,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,3.0,0.7,Mecánica,Suscriptor,Nublado,18.1,0.0,No
V001239,2026-04-20 08:27:20,Universidades Centro,La Candelaria,Unicentro,Usaquén,12.2,2.75,Mecánica,Ocasional,Nublado,15.8,0.0,No
V001507,2026-04-11 08:43:29,Parque de los Novios,Barrios Unidos,Simón Bolívar Sur,Teusaquillo,19.4,4.53,Eléctrica,Suscriptor,Despejado,15.3,0.0,Sí
V002181,2026-04-27 18:22:45,Corferias,Teusaquillo,Universidad Nacional,Teusaquillo,17.6,4.87,Eléctrica,Suscriptor,Lluvia ligera,19.6,2.2,No
V002368,2026-02-09 02:45:54,San Felipe,Barrios Unidos,San Felipe,Barrios Unidos,5.9,1.0,Mecánica,Suscriptor,Despejado,12.2,0.0,No
V002868,2026-05-21 18:03:50,Las Nieves,Santa Fe,Museo Nacional,Santa Fe,18.4,4.11,Eléctrica,Suscriptor,Despejado,17.0,0.0,No
V000636,2026-05-13 19:28:07,Parque Nacional,Santa Fe,Las Nieves,Santa Fe,13.5,1.33,Mecánica,Ocasional,Nublado,14.6,0.0,No
V001223,2026-03-19 08:57:41,Galerías,Teusaquillo,Corferias,Teusaquillo,20.0,3.26,Eléctrica,Suscriptor,Despejado,14.9,0.0,No
V000591,2026-02-24 19:36:43,Chorro de Quevedo,La Candelaria,Chorro de Quevedo,La Candelaria,10.2,1.51,Mecánica,Suscriptor,Despejado,12.9,0.0,No
V001399,2026-04-29 08:28:31,Unicentro,Usaquén,Parque El Virrey Norte,Usaquén,21.0,4.9,Eléctrica,Suscriptor,Nublado,17.0,0.0,No
V002385,2026-02-16 07:34:01,Parque de los Hippies,Chapinero,Calle 63,Chapinero,15.7,2.43,Eléctrica,Ocasional,Despejado,15.0,0.0,No
V002295,2026-03-31 08:05:02,San Felipe,Barrios Unidos,Las Aguas,La Candelaria,14.9,2.66,Eléctrica,Suscriptor,Lluvia ligera,15.4,1.3,No
V000109,2026-04-16 18:55:02,Parkway,Teusaquillo,Universidad Nacional,Teusaquillo,13.6,2.25,Mecánica,Suscriptor,Despejado,16.2,0.0,No
V001780,2026-03-05 13:04:28,Museo Nacional,Santa Fe,Parque de los Novios,Barrios Unidos,7.2,1.49,Eléctrica,Suscriptor,Nublado,13.5,0.0,No
V001180,2026-02-25 22:18:08,Las Aguas,La Candelaria,Las Aguas,La Candelaria,11.3,1.35,Eléctrica,Suscriptor,Nublado,15.8,0.0,No
V000719,2026-02-07 09:11:59,Parque de la 93,Chapinero,Calle 63,Chapinero,11.7,2.99,Eléctrica,Suscriptor,Lluvia,18.4,3.0,Sí
V001612,2026-02-11 19:44:33,Hacienda Santa Bárbara,Usaquén,Calle 100,Usaquén,33.1,6.51,Mecánica,Suscriptor,Despejado,11.2,0.0,No
V002618,2026-02-17 08:48:58,San Felipe,Barrios Unidos,San Felipe,Barrios Unidos,9.5,1.98,Mecánica,Ocasional,Lluvia,16.9,8.4,No
V002892,2026-03-08 08:29:11,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,9.6,2.85,Eléctrica,Suscriptor,Lluvia ligera,17.7,0.9,Sí
V001643,2026-05-24 18:23:59,Simón Bolívar Norte,Barrios Unidos,San Felipe,Barrios Unidos,11.8,2.46,Eléctrica,Suscriptor,Nublado,14.4,0.0,Sí
V001660,2026-03-27 09:16:50,Museo Nacional,Santa Fe,Simón Bolívar Norte,Barrios Unidos,8.9,2.23,Mecánica,Suscriptor,Despejado,15.8,0.0,No
V000994,2026-03-04 14:02:03,Calle 100,Usaquén,Calle 116,Usaquén,15.4,1.71,Mecánica,Suscriptor,Despejado,17.1,0.0,No
V002778,2026-03-23 18:00:43,Parque de la 93,Chapinero,Zona G,Chapinero,14.5,3.51,Eléctrica,Suscriptor,Despejado,18.1,0.0,No
V001882,2026-03-25 08:52:03,Parque Nacional,Santa Fe,Las Nieves,Santa Fe,18.8,3.96,Eléctrica,Ocasional,Despejado,11.3,0.0,No
V000713,2026-05-19 07:30:03,Universidad Javeriana,Chapinero,Universidad Javeriana,Chapinero,6.0,1.07,Mecánica,Suscriptor,Lluvia,16.4,4.6,No
V001635,2026-02-10 11:58:41,Parque de la 93,Chapinero,Zona G,Chapinero,8.3,2.21,Eléctrica,Ocasional,Despejado,12.8,0.0,No
V000288,2026-05-18 03:19:55,Universidades Centro,La Candelaria,Chorro de Quevedo,La Candelaria,24.4,4.5,Eléctrica,Suscriptor,Despejado,14.3,0.0,No
V001141,2026-02-21 08:26:58,Museo Nacional,Santa Fe,Parque Nacional,Santa Fe,14.5,4.31,Eléctrica,Ocasional,Nublado,16.8,0.0,Sí
V001872,2026-02-06 18:31:32,Simón Bolívar Norte,Barrios Unidos,Zona G,Chapinero,12.5,2.37,Eléctrica,Suscriptor,Lluvia,,8.2,No
V001610,2026-03-28 12:27:30,Universidad Javeriana,Chapinero,Calle 72,Chapinero,20.4,4.49,Eléctrica,Ocasional,lluvia ligera,16.1,0.0,Sí
V001733,2026-04-08 08:05:37,Hacienda Santa Bárbara,Usaquén,Universidad Javeriana,Chapinero,9.1,2.62,Mecánica,Suscriptor,Nublado,19.8,0.0,No
V001906,2026-04-24 16:50:54,Parque de los Novios,Barrios Unidos,Calle 80,Barrios Unidos,15.6,3.38,Eléctrica,Suscriptor,Lluvia,19.9,8.2,No
V002837,2026-04-19 17:02:17,Parque de los Novios,Barrios Unidos,,Barrios Unidos,19.1,3.69,Eléctrica,Suscriptor,Despejado,15.0,0.0,Sí
V002370,2026-02-12 18:59:58,Las Aguas,La Candelaria,Plaza de Bolívar,La Candelaria,14.8,2.18,Mecánica,Suscriptor,Nublado,,0.0,No
V001377,2026-05-11 19:17:25,Universidad Javeriana,Chapinero,Zona G,Chapinero,9.8,1.87,Mecánica,Suscriptor,Nublado,21.0,0.0,No
V002864,2026-04-13 07:28:40,Las Nieves,Santa Fe,Las Nieves,Santa Fe,12.7,2.34,Mecánica,Suscriptor,Despejado,17.0,0.0,No
V000745,2026-05-07 19:09:04,Calle 72,Chapinero,Hacienda Santa Bárbara,Usaquén,9.1,1.67,Eléctrica,Ocasional,Despejado,16.3,0.0,No
V001298,2026-04-22 12:14:23,Parque El Virrey Norte,Usaquén,Calle 116,Usaquén,40.7,9.1,electrica,Ocasional,Despejado,17.1,0.0,No
V002841,2026-04-01 12:08:29,Corferias,Teusaquillo,Simón Bolívar Sur,Teusaquillo,16.6,3.55,Eléctrica,,Despejado,14.2,0.0,No
V000992,2026-04-15 19:22:34,San Felipe,Barrios Unidos,Universidad Javeriana,Chapinero,40.0,10.11,Eléctrica,Suscriptor,Nublado,17.8,0.0,No
V000201,2026-04-10 17:44:29,Simón Bolívar Sur,Teusaquillo,Galerías,Teusaquillo,18.5,3.92,Eléctrica,Suscriptor,Despejado,16.1,0.0,No
V002064,2026-04-25 17:22:22,Centro Internacional,Santa Fe,Universidad Nacional,Teusaquillo,32.6,7.3,Mecánica,Suscriptor,Lluvia ligera,19.1,2.2,Sí
V001652,2026-05-14 00:30:02,Las Nieves,Santa Fe,Galerías,Teusaquillo,5.9,1.42,Eléctrica,Ocasional,Despejado,15.1,0.0,No
V003083,2026-05-07 23:20:55,Parque de los Hippies,Chapinero,Parque de los Hippies,Chapinero,14.0,2.31,Mecánica,Ocasional,Despejado,17.5,0.0,No
V001052,2026-02-10 19:37:23,Parque de los Hippies,Chapinero,Universidad Javeriana,Chapinero,11.6,1.97,Eléctrica,Ocasional,Despejado,17.9,0.0,No
V002497,2026-05-29 18:08:54,Las Aguas,La Candelaria,Calle 63,Chapinero,15.1,2.9,Eléctrica,Suscriptor,Despejado,17.0,0.0,No
V001874,2026-04-05 08:26:12,Simón Bolívar Sur,Teusaquillo,Simón Bolívar Sur,Teusaquillo,5.8,1.37,Eléctrica,Suscriptor,Despejado,14.9,0.0,Sí
V000526,2026-03-16 18:46:03,Parque Nacional,Santa Fe,Calle 72,Chapinero,16.5,3.55,electrica,Ocasional,Despejado,15.2,0.0,No
V001524,2026-05-25 01:02:32,Hacienda Santa Bárbara,Usaquén,Hacienda Santa Bárbara,Usaquén,6.6,1.35,Eléctrica,Ocasional,Despejado,17.6,0.0,No
V002916,2026-02-22 18:31:10,Calle 63,Chapinero,Universidad Javeriana,Chapinero,12.2,2.95,Eléctrica,,Despejado,15.5,0.0,Sí
V002269,2026-02-22 12:58:30,Centro Internacional,Santa Fe,Unicentro,Usaquén,18.3,5.02,Eléctrica,Suscriptor,Despejado,16.8,0.0,Sí
V000808,2026-04-28 17:31:10,Universidad Javeriana,Chapinero,Universidad Javeriana,Chapinero,4.0,0.88,Eléctrica,Suscriptor,Nublado,21.5,0.0,No
V000507,2026-05-30 08:18:44,Unicentro,Usaquén,Calle 116,Usaquén,6.9,1.53,Eléctrica,Ocasional,Lluvia ligera,11.9,1.7,Sí
V000480,2026-04-02 19:32:25,Universidad Nacional,Teusaquillo,Galerías,Teusaquillo,11.3,2.47,Eléctrica,Suscriptor,Despejado,11.2,0.0,No
V000688,2026-02-04 03:35:24,Simón Bolívar Norte,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,5.4,1.43,Eléctrica,Suscriptor,Despejado,11.3,0.0,No
V001322,2026-05-26 09:09:46,Universidad Javeriana,Chapinero,Calle 72,Chapinero,12.2,1.98,Mecánica,Suscriptor,Nublado,18.8,0.0,No
V001432,2026-02-27 11:12:22,Parque El Virrey Norte,Usaquén,Calle 100,Usaquén,15.2,3.62,Eléctrica,Suscriptor,Nublado,13.8,0.0,No
V000397,2026-04-06 16:12:44,Hacienda Santa Bárbara,Usaquén,Calle 116,Usaquén,7.2,1.23,Mecánica,Suscriptor,Despejado,18.2,0.0,No
V002807,2026-04-09 08:56:46,Parque El Virrey Norte,Usaquén,Parque de los Hippies,Chapinero,36.8,7.2,Mecánica,Ocasional,Despejado,19.4,0.0,No
V001550,2026-03-05 20:47:12,Parque de los Novios,Barrios Unidos,Calle 80,Barrios Unidos,14.1,2.0,Eléctrica,Suscriptor,Despejado,15.6,0.0,No
V001700,2026-04-16 08:03:05,Universidad Nacional,Teusaquillo,Parque de los Hippies,Chapinero,20.4,5.39,Eléctrica,Ocasional,Lluvia,16.2,2.6,No
V000493,2026-04-10 06:19:39,Calle 63,Chapinero,Universidad Javeriana,Chapinero,13.8,3.68,Mecánica,Ocasional,Lluvia ligera,19.7,1.5,No
V001103,2026-02-26 00:51:39,Calle 80,Barrios Unidos,Calle 72,Chapinero,39.7,9.2,Mecánica,Suscriptor,Despejado,15.4,0.0,No
V001429,2026-04-01 18:46:11,Museo Nacional,Santa Fe,Centro Internacional,Santa Fe,8.6,1.35,Eléctrica,Suscriptor,Lluvia ligera,13.8,1.3,No
V000892,2026-05-23 23:23:29,Museo Nacional,Santa Fe,Las Nieves,Santa Fe,8.9,2.14,Eléctrica,Suscriptor,Nublado,20.5,0.0,Sí
V000603,2026-03-28 18:39:32,Corferias,Teusaquillo,Las Aguas,La Candelaria,19.4,3.26,Mecánica,Suscriptor,Nublado,16.5,0.0,Sí
V000241,2026-02-21 07:28:14,Calle 72,Chapinero,,Usaquén,5.1,1.07,Eléctrica,Suscriptor,Despejado,17.7,0.0,Sí
V000898,2026-04-16 08:58:09,San Felipe,Barrios Unidos,Las Nieves,Santa Fe,16.1,3.89,Eléctrica,Suscriptor,Despejado,21.5,0.0,No
V001079,2026-05-23 19:52:12,Parque El Virrey Norte,Usaquén,Parque de la 93,Chapinero,16.3,2.22,Mecánica,Suscriptor,Nublado,16.3,0.0,Sí
V000878,2026-02-17 00:08:29,Unicentro,Usaquén,Unicentro,Usaquén,5.6,0.96,Mecánica,Suscriptor,Despejado,16.5,0.0,No
V000449,2026-03-04 03:06:34,Hacienda Santa Bárbara,Usaquén,Parque El Virrey Norte,Usaquén,15.2,2.79,Eléctrica,Ocasional,Lluvia ligera,19.5,0.6,No
V002162,2026-02-15 08:06:35,Corferias,Teusaquillo,Calle 80,Barrios Unidos,45.9,,Mecánica,Ocasional,Despejado,15.2,0.0,Sí
V002615,2026-03-05 13:50:47,Corferias,Teusaquillo,Centro Internacional,Santa Fe,23.1,4.61,Eléctrica,,Lluvia,17.1,7.7,No
V000014,2026-04-12 05:20:28,Calle 100,Usaquén,Hacienda Santa Bárbara,Usaquén,12.7,2.32,Mecánica,Suscriptor,Despejado,18.0,0.0,Sí
V003147,2026-02-24 07:33:33,Universidades Centro,La Candelaria,Unicentro,Usaquén,11.3,1.71,Mecánica,Suscriptor,Lluvia ligera,14.6,1.6,No
V001198,2026-02-07 17:22:52,Zona G,Chapinero,Calle 100,Usaquén,6.2,1.4,Eléctrica,Suscriptor,Despejado,12.2,0.0,Sí
V002253,2026-02-26 11:14:35,Simón Bolívar Sur,Teusaquillo,Corferias,Teusaquillo,5.2,0.7,Mecánica,Suscriptor,Lluvia,17.9,6.7,No
V001252,2026-03-08 17:28:05,Las Aguas,La Candelaria,Las Aguas,La Candelaria,7.5,1.28,Mecánica,Suscriptor,Despejado,15.0,0.0,Sí
V002749,2026-05-15 09:28:08,Calle 100,Usaquén,Hacienda Santa Bárbara,Usaquén,7.0,1.64,Eléctrica,Suscriptor,Despejado,16.9,0.0,No
V002022,2026-04-15 08:27:13,Las Aguas,La Candelaria,Chorro de Quevedo,La Candelaria,8.4,1.36,Eléctrica,Ocasional,Nublado,15.3,0.0,No
V000377,2026-05-31 23:20:04,Parkway,Teusaquillo,Parkway,Teusaquillo,3.5,0.89,Eléctrica,Suscriptor,Nublado,18.1,0.0,Sí
V002695,2026-05-24 19:47:00,Galerías,Teusaquillo,Corferias,Teusaquillo,6.9,1.89,Eléctrica,Suscriptor,Lluvia,14.5,5.7,Sí
V000264,2026-04-04 18:55:12,San Felipe,Barrios Unidos,San Felipe,Barrios Unidos,11.1,2.15,Eléctrica,Suscriptor,Lluvia,14.9,3.2,Sí
V000616,2026-03-10 12:11:48,Parque de la 93,Chapinero,Calle 63,Chapinero,11.9,3.05,Mecánica,Suscriptor,Lluvia,13.2,11.6,No
V000858,2026-05-30 12:17:37,Simón Bolívar Sur,Teusaquillo,Universidad Nacional,Teusaquillo,14.8,2.13,Mecánica,Suscriptor,Nublado,16.4,0.0,Sí
V000504,2026-03-09 03:02:48,Museo Nacional,Santa Fe,Museo Nacional,Santa Fe,7.2,1.21,Mecánica,Suscriptor,Nublado,16.4,0.0,No
V000058,2026-02-19 17:42:27,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,8.2,1.1,Mecánica,Suscriptor,Lluvia,16.0,5.6,No
V000047,2026-03-24 19:33:55,Simón Bolívar Sur,Teusaquillo,Parkway,Teusaquillo,10.9,2.23,Eléctrica,Ocasional,Nublado,17.5,0.0,No
V001551,2026-04-27 20:50:54,Calle 72,Chapinero,Parque de la 93,Chapinero,12.8,2.39,Eléctrica,Suscriptor,Despejado,15.2,0.0,No
V002434,2026-02-27 19:51:02,Calle 116,Usaquén,Calle 116,Usaquén,9.4,2.17,Eléctrica,Ocasional,Despejado,13.7,0.0,No
V000267,2026-03-02 09:31:02,Unicentro,Usaquén,Universidad Javeriana,Chapinero,20.7,3.52,Eléctrica,Ocasional,Nublado,12.2,0.0,No
V001594,2026-05-27 19:14:14,Calle 80,Barrios Unidos,Simón Bolívar Norte,Barrios Unidos,11.7,3.42,electrica,Suscriptor,Lluvia ligera,18.0,0.4,No
V002847,2026-03-08 07:01:26,Las Nieves,Santa Fe,Museo Nacional,Santa Fe,30.5,6.3,Mecánica,Suscriptor,Despejado,16.1,0.0,Sí
V001136,2026-02-19 01:11:04,Centro Internacional,Santa Fe,Las Nieves,Santa Fe,10.1,1.76,Mecánica,Suscriptor,Despejado,14.8,0.0,No
V000233,2026-03-25 17:32:34,Las Nieves,Santa Fe,Centro Internacional,Santa Fe,11.9,1.95,Mecánica,Suscriptor,Despejado,15.2,0.0,No
V002613,2026-03-25 07:55:50,Centro Internacional,Santa Fe,Parque Nacional,Santa Fe,13.5,2.76,Eléctrica,Suscriptor,Nublado,21.6,0.0,No
V002766,2026-04-05 22:55:02,Corferias,Teusaquillo,,Barrios Unidos,20.7,4.04,Mecánica,Suscriptor,Lluvia,16.3,11.6,Sí
V002078,2026-05-08 11:57:46,Centro Internacional,Santa Fe,Las Aguas,La Candelaria,24.3,2.72,Mecánica,Suscriptor,Despejado,20.9,0.0,No
V001764,2026-05-21 11:03:41,Calle 100,Usaquén,Hacienda Santa Bárbara,Usaquén,12.7,2.42,Mecánica,Suscriptor,Lluvia,16.7,10.7,No
V001418,2026-05-13 17:56:12,Plaza de Bolívar,La Candelaria,Universidades Centro,La Candelaria,14.4,3.92,Mecánica,Suscriptor,Lluvia,19.3,9.6,No
V001253,2026-03-22 01:51:43,Parque Nacional,Santa Fe,Parque de la 93,Chapinero,13.0,2.98,Eléctrica,Suscriptor,Despejado,17.3,0.0,Sí
V001287,2026-04-04 22:16:51,Universidad Nacional,Teusaquillo,Universidad Nacional,Teusaquillo,5.4,0.8,Mecánica,Suscriptor,Despejado,14.6,0.0,Sí
V001211,2026-04-06 04:32:03,Chorro de Quevedo,La Candelaria,Plaza de Bolívar,La Candelaria,10.2,1.6,Mecánica,Suscriptor,Nublado,15.0,0.0,No
V001706,2026-04-02 06:31:48,Parque de los Hippies,Chapinero,Universidad Javeriana,Chapinero,5.4,1.31,Eléctrica,Ocasional,Despejado,18.6,0.0,No
V001164,2026-04-30 18:21:35,Parque de los Hippies,Chapinero,Zona G,Chapinero,28.6,4.98,Mecánica,Suscriptor,Lluvia ligera,15.0,0.3,No
V000786,2026-05-20 17:05:06,Parque Nacional,Santa Fe,Las Nieves,Santa Fe,3.9,0.96,Eléctrica,Suscriptor,Nublado,16.9,0.0,No
V002957,2026-04-24 19:59:10,Las Nieves,Santa Fe,Simón Bolívar Norte,Barrios Unidos,11.2,2.52,Mecánica,Suscriptor,Lluvia ligera,15.6,1.9,No
V000174,2026-05-29 18:47:45,Parque Nacional,Santa Fe,Parque de la 93,Chapinero,10.5,2.08,Mecánica,Suscriptor,Despejado,19.2,0.0,No
V000142,2026-05-15 03:15:14,Calle 116,Usaquén,Universidades Centro,La Candelaria,16.7,3.2,Mecánica,Suscriptor,Despejado,17.5,0.0,No
V000205,2026-03-15 00:25:31,Parque Nacional,Santa Fe,Parkway,Teusaquillo,24.1,4.02,Mecánica,Suscriptor,Despejado,14.9,0.0,Sí
V002157,2026-03-23 20:04:26,Parque de los Novios,Barrios Unidos,Las Nieves,Santa Fe,13.0,2.39,Mecánica,Suscriptor,Nublado,21.5,0.0,No
V002197,2026-02-18 19:25:16,Parque de los Novios,Barrios Unidos,San Felipe,Barrios Unidos,8.2,1.78,Eléctrica,Suscriptor,Despejado,17.4,0.0,No
V002964,2026-02-11 14:47:18,Corferias,Teusaquillo,Parkway,Teusaquillo,8.9,1.7,Mecánica,Ocasional,Despejado,16.0,0.0,No
V002921,2026-04-24 13:46:59,Las Nieves,Santa Fe,Parque Nacional,Santa Fe,17.2,2.3,Mecánica,Suscriptor,Despejado,13.2,0.0,No
V000864,2026-02-17 08:37:38,Zona G,Chapinero,Calle 80,Barrios Unidos,14.4,2.84,Eléctrica,Suscriptor,Nublado,16.5,0.0,No
V001069,2026-02-20 19:00:32,Universidad Javeriana,Chapinero,Parque de la 93,Chapinero,8.2,1.76,Eléctrica,Suscriptor,Nublado,12.7,0.0,No
V001687,2026-05-27 17:55:05,Parque de los Hippies,Chapinero,Calle 63,Chapinero,9.0,2.02,Eléctrica,Suscriptor,Nublado,18.7,0.0,No
V001822,2026-02-24 12:50:59,Calle 63,Chapinero,Universidad Javeriana,Chapinero,16.8,3.99,Mecánica,Suscriptor,Nublado,10.5,0.0,No
V000682,2026-03-19 11:21:47,Simón Bolívar Norte,Barrios Unidos,San Felipe,Barrios Unidos,14.8,2.05,Mecánica,Suscriptor,Nublado,20.4,0.0,No
V002203,2026-04-13 08:28:22,Calle 63,Chapinero,Parque de los Hippies,Chapinero,13.6,2.84,Mecánica,Suscriptor,Lluvia ligera,20.2,1.7,No
V003139,2026-02-27 18:06:20,Museo Nacional,Santa Fe,Museo Nacional,Santa Fe,7.8,1.27,Mecánica,Suscriptor,Despejado,16.1,0.0,No
V002322,2026-04-14 17:19:23,Simón Bolívar Norte,Barrios Unidos,Parque de los Novios,Barrios Unidos,10.3,1.67,Mecánica,Suscriptor,Nublado,19.5,0.0,No
V000846,2026-02-11 19:25:40,Las Nieves,Santa Fe,Parque Nacional,Santa Fe,11.6,2.88,Mecánica,Suscriptor,Lluvia ligera,14.4,1.3,No
V002903,2026-03-21 05:21:43,Plaza de Bolívar,La Candelaria,Las Aguas,La Candelaria,7.0,1.44,Eléctrica,Ocasional,Nublado,14.5,0.0,Sí
V001833,2026-02-08 04:37:53,Universidades Centro,La Candelaria,Parque de los Novios,Barrios Unidos,22.1,5.42,Eléctrica,Suscriptor,Nublado,17.0,0.0,Sí
V001675,2026-03-25 17:16:10,Calle 63,Chapinero,Parque de los Hippies,Chapinero,5.8,1.22,Eléctrica,Ocasional,Lluvia ligera,15.0,1.8,No
V000940,2026-02-17 17:37:37,Universidad Javeriana,Chapinero,Calle 72,Chapinero,8.7,1.86,Eléctrica,Ocasional,Nublado,17.2,0.0,No
V001966,2026-03-13 08:20:33,Museo Nacional,Santa Fe,Parque Nacional,Santa Fe,8.4,1.27,Mecánica,Ocasional,Lluvia ligera,15.7,2.2,No
V000790,2026-05-26 23:52:00,Simón Bolívar Norte,Barrios Unidos,San Felipe,Barrios Unidos,9.7,1.76,Mecánica,Suscriptor,Nublado,19.9,0.0,No
V001055,2026-03-19 23:30:47,Universidad Nacional,Teusaquillo,Parque El Virrey Norte,Usaquén,13.4,2.39,Eléctrica,Ocasional,Despejado,22.4,0.0,No
V001603,2026-03-20 22:05:45,Chorro de Quevedo,La Candelaria,Universidades Centro,La Candelaria,11.1,3.05,Eléctrica,Suscriptor,Nublado,14.7,0.0,No
V001724,2026-02-19 23:06:00,Hacienda Santa Bárbara,Usaquén,Calle 100,Usaquén,8.9,1.72,Eléctrica,Suscriptor,Nublado,14.0,0.0,No
V001171,2026-03-22 18:39:12,Unicentro,Usaquén,Parque El Virrey Norte,Usaquén,12.3,2.57,Mecánica,Suscriptor,Despejado,,0.0,Sí
V003089,2026-02-07 02:34:11,Simón Bolívar Sur,Teusaquillo,Simón Bolívar Sur,Teusaquillo,4.2,0.81,Mecánica,Suscriptor,Despejado,15.2,0.0,Sí
V002402,2026-04-30 08:00:27,Calle 63,Chapinero,Parque de la 93,Chapinero,14.5,2.95,Eléctrica,Suscriptor,Despejado,19.1,0.0,No
V000269,2026-02-20 08:41:24,Universidad Nacional,Teusaquillo,Corferias,Teusaquillo,16.5,3.2,Mecánica,Suscriptor,Despejado,12.1,0.0,No
V000904,2026-03-16 08:07:03,Parque de los Hippies,Chapinero ,Zona G,Chapinero,9.8,1.78,Eléctrica,Suscriptor,Lluvia,15.1,6.0,No
V001154,2026-02-10 17:32:14,Galerías,Teusaquillo,Chorro de Quevedo,La Candelaria,11.9,2.36,Eléctrica,Ocasional,Nublado,14.0,0.0,No
V001097,2026-05-31 07:40:59,Plaza de Bolívar,La Candelaria,Zona G,Chapinero,12.7,2.98,Eléctrica,Suscriptor,Lluvia,16.3,6.3,Sí
V000512,2026-03-06 19:19:22,Galerías,Teusaquillo,Parkway,Teusaquillo,4.2,0.74,Mecánica,Suscriptor,Despejado,11.3,0.0,No
V002503,2026-04-08 03:35:19,San Felipe,Barrios Unidos,San Felipe,Barrios Unidos,7.3,1.19,Eléctrica,Suscriptor,Lluvia,19.1,8.3,No
V001794,2026-02-14 19:00:26,Parque de los Novios,Barrios Unidos,Plaza de Bolívar,La Candelaria,15.3,2.31,Mecánica,Suscriptor,Despejado,15.8,0.0,Sí
V001338,2026-03-14 15:26:50,Simón Bolívar Norte,Barrios Unidos,Universidad Nacional,Teusaquillo,23.8,4.89,Mecánica,Suscriptor,Lluvia ligera,17.6,1.4,Sí
V000101,2026-04-13 09:37:35,Parque Nacional,Santa Fe,Plaza de Bolívar,La Candelaria,24.7,5.61,Mecánica,Ocasional,Nublado,15.8,0.0,No
